	tg_avg_paris	tg_anomalies_paris	tg_avg_freiburg	tg_anomalies_freiburg	tg_avg_oslo	tg_anomalies_oslo
2013-01-16	4.0699997	-0.39999998	0.63	0.17999999	-5.3599997	-1.4399998999999999
2013-02-14	3.47	-1.8	-1.53	-2.86	-4.0299997	-0.39
2013-03-16	5.66	-2.61	1.9799999	-2.76	-3.3799998999999996	-3.3799998999999996
2013-04-15	10.96	-0.089999996	8.58	0.35	3.3999998999999996	-1.4399998999999999
2013-05-16	12.769999499999999	-1.9399998999999999	10.139999000000001	-2.4199998	12.179999	1.51
2013-06-15	17.4	-0.44	15.599998999999999	-0.32	14.059999	-0.7
2013-07-16	22.64	2.72	19.8	1.91	17.44	0.76
2013-08-16	20.449999	0.89	17.68	0.42	15.389999	-0.06
2013-09-15	17.3	0.65999997	14.059999	0.24	11.0	-0.13
2013-10-16	14.65	2.01	11.309999000000001	1.9499999	6.67	0.59
2013-11-15	7.79	-0.09999999400000001	3.9199998	-0.47	2.05	1.03
2013-12-16	6.6099997	1.37	2.72	1.24	1.74	4.2999997
2014-01-16	7.47	3.0	3.58	3.1299999	-3.25	0.66999996
2014-02-14	7.89	2.62	4.42	3.09	1.3199999	4.96
2014-03-16	10.5	2.23	6.8799996	2.1399999	3.73	3.73
2014-04-15	13.24	2.19	10.349999	2.12	6.89	2.05
2014-05-16	14.67	-0.04	12.099999	-0.45999998	11.3	0.63
2014-06-15	18.49	0.65	17.18	1.26	15.009998999999999	0.25
2014-07-16	20.8	0.88	17.55	-0.34	19.98	3.3
2014-08-16	18.38	-1.18	15.61	-1.65	15.019999499999999	-0.42999998
2014-09-15	18.67	2.03	14.62	0.79999995	12.23	1.1
2014-10-16	15.13	2.49	12.15	2.79	8.28	2.2
2014-11-15	10.46	2.57	6.92	2.53	3.4399998	2.4199998
2014-12-16	6.0099998	0.77	3.07	1.5899999	-2.97	-0.41
2015-01-16	5.27	0.79999995	2.19	1.74	-1.03	2.8899999
2015-02-14	4.81	-0.45999998	0.28	-1.05	-0.26999998	3.37
2015-03-16	8.9	0.63	5.58	0.84	2.78	2.78
2015-04-15	13.059999000000001	2.01	9.26	1.03	6.3599997	1.52
2015-05-16	14.96	0.25	13.19	0.63	8.41	-2.26
2015-06-15	19.4	1.56	16.789998999999998	0.87	13.58	-1.18
2015-07-16	22.05	2.1299999	20.97	3.08	15.49	-1.1899998999999999
2015-08-16	21.609999	2.05	19.72	2.46	15.61	0.16
2015-09-15	15.48	-1.16	12.78	-1.04	11.719999000000001	0.59
2015-10-16	12.12	-0.52	8.67	-0.69	6.5499997	0.47
2015-11-15	11.4	3.51	7.45	3.06	2.58	1.56
2015-12-16	9.95	4.71	6.6299996	5.15	1.36	3.9199998
2016-01-16	6.15	1.68	2.6799998	2.23	-6.0499997	-2.1299999
2016-02-15	6.81	1.54	3.75	2.4199998	-1.1	2.54
2016-03-16	7.5	-0.77	4.0	-0.74	2.79	2.79
2016-04-15	10.66	-0.39	7.8599997	-0.37	5.6299996	0.78999996
2016-05-16	15.179998999999999	0.47	12.24	-0.32	12.23	1.56
2016-06-15	18.22	0.38	16.13	0.21	16.609999	1.8499999
2016-07-16	21.0	1.0799999	18.73	0.84	17.199999	0.52
2016-08-16	21.63	2.07	18.39	1.13	15.54	0.089999996
2016-09-15	19.46	2.82	16.26	2.44	14.849998999999999	3.72
2016-10-16	12.16	-0.48	8.309999000000001	-1.05	5.72	-0.35999998
2016-11-15	8.349999	0.45999998	4.5299997	0.14	0.5	-0.52
2016-12-16	5.2	-0.04	0.7	-0.78	0.7	3.26
2017-01-16	2.75	-1.7199999	-3.3999998999999996	-3.85	-1.65	2.27
2017-02-14	7.97	2.7	4.12	2.79	-1.6899998999999999	1.9499999
2017-03-16	11.219999000000001	2.95	7.87	3.1299999	2.31	2.31
2017-04-15	11.559999000000001	0.51	7.75	-0.48	4.65	-0.19
2017-05-16	16.93	2.22	14.09	1.53	11.23	0.56
2017-06-15	21.199999	3.36	18.619999	2.7	14.54	-0.22
2017-07-16	21.359999	1.4399998999999999	18.91	1.02	16.23	-0.45
2017-08-16	20.22	0.65999997	18.82	1.56	14.519999499999999	-0.93
2017-09-15	16.07	-0.57	12.34	-1.48	11.44	0.31
2017-10-16	14.73	2.09	10.61	1.25	6.68	0.59999996
2017-11-15	8.46	0.57	4.44	0.049999997000000004	1.1	0.08
2017-12-16	6.0499997	0.81	2.04	0.56	-2.06	0.5
2018-01-16	8.29	3.82	4.81	4.36	-2.3899999	1.53
2018-02-14	2.53	-2.74	-1.5699999	-2.8999999	-5.0899997	-1.4499999
2018-03-16	7.8599997	-0.41	3.79	-0.95	-3.04	-3.04
2018-04-15	14.679998999999999	3.6299998999999996	12.42	4.19	5.67	0.83
2018-05-16	17.46	2.75	14.769999499999999	2.21	15.74	5.0699997
2018-06-15	20.25	2.4099998	17.41	1.49	17.07	2.31
2018-07-16	24.21	4.29	20.42	2.53	21.32	4.64
2018-08-16	22.09	2.53	19.949999	2.69	15.49	0.04
2018-09-15	17.96	1.3199999	15.349998999999999	1.53	11.61	0.48
2018-10-16	14.57	1.93	10.21	0.84999996	6.77	0.69
2018-11-15	8.53	0.64	5.04	0.65	2.4199998	1.4
2018-12-16	7.48	2.24	3.6599998	2.18	-1.89	0.66999996
2019-01-16	4.81	0.34	-0.07	-0.52	-3.5	0.42
2019-02-14	8.33	3.06	4.3199997	2.99	-0.34	3.3
2019-03-16	10.46	2.19	6.8199997	2.08	1.4399998999999999	1.4399998999999999
2019-04-15	12.45	1.4	8.41	0.17999999	7.94	3.1
2019-05-16	14.21	-0.5	10.48	-2.08	9.71	-0.96
2019-06-15	20.75	2.9099998	18.91	2.99	14.7	-0.06
2019-07-16	23.039998999999998	3.12	19.689999	1.8	17.3	0.62
